,Title,Artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cluster
7188,Papa Don't Take No Mess,James Brown,0.772,0.642,-11.780999999999999,0.0391,0.21,0.0087,0.135,0.8490000000000001,96.89200000000001,831707,0
7189,Winter Lady,Leonard Cohen,0.41100000000000003,0.11199999999999999,-19.773,0.0415,0.96,0.0242,0.124,0.207,136.908,137787,1
7190,Electricity,Spiritualized,0.251,0.8740000000000001,-4.0969999999999995,0.0487,0.0251,2.9199999999999998e-05,0.61,0.247,151.543,226000,3
7191,Most Likely You Go Your Way (And I'll Go Mine),Bob Dylan,0.598,0.885,-6.904,0.035,0.584,0.0,0.348,0.96,111.891,207293,0
7192,The Jack,AC/DC,0.6459999999999999,0.473,-6.297000000000001,0.0619,0.0094,0.000337,0.195,0.36700000000000005,112.32600000000001,352040,2
7193,Painkiller,Judas Priest,0.435,0.987,-4.667,0.16,0.000195,0.0847,0.268,0.10099999999999999,103.16,365827,2
7194,Stir It Up,Johnny Nash,0.53,0.552,-5.667000000000001,0.0526,0.0846,0.0316,0.08900000000000001,0.8009999999999999,170.71900000000002,178880,2
7195,Johnny Hit and Run Paulene,X,0.473,0.905,-5.811,0.0258,0.00143,0.000126,0.36200000000000004,0.6729999999999999,98.891,169627,3
7196,Come To My Window,Melissa Etheridge,0.512,0.636,-9.602,0.0262,0.08,0.000106,0.08800000000000001,0.499,97.257,236000,0
7197,Got to Be Real,Cheryl Lynn,0.8370000000000001,0.455,-15.325999999999999,0.0354,0.0296,0.589,0.0398,0.922,114.762,307293,5
7198,Be My Baby,Vanessa Paradis,0.731,0.6829999999999999,-8.045,0.0294,0.447,4.67e-06,0.11699999999999999,0.963,129.062,221640,0
7199,Shout At The Devil,Mötley Crüe,0.489,0.953,-4.615,0.0858,0.02,0.00021,0.113,0.447,94.443,195853,2
7200,Just One of the Guys,Jenny Lewis,0.325,0.664,-4.45,0.0344,0.00119,0.0,0.187,0.36700000000000005,135.88299999999998,231827,2
7201,Future Days,CAN,0.705,0.6629999999999999,-17.81,0.0795,0.242,0.92,0.10099999999999999,0.61,148.738,570613,5
7202,Don't Let Go (Love),En Vogue,0.618,0.688,-5.867000000000001,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880,0
7203,"Land of Hope and Dreams - Live at Madison Square Garden, New York, NY - June/July 2000",Bruce Springsteen,0.341,0.94,-5.515,0.0581,0.0451,9.549999999999999e-05,0.92,0.511,109.012,586107,3
7204,What's A Girl To Do?,Bat For Lashes,0.608,0.575,-6.138999999999999,0.0318,0.633,7.890000000000001e-05,0.114,0.366,116.488,178680,0
7205,I Need Your Love,The Rapture,0.809,0.82,-6.847,0.0347,0.0664,0.192,0.634,0.965,124.95200000000001,279600,3
7206,Hula Girl,Sol Hoopii,0.8079999999999999,0.535,-10.142999999999999,0.107,0.987,0.306,0.163,0.88,110.85,187587,0
7207,Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,0.47,0.9890000000000001,-3.8569999999999998,0.0632,0.000386,0.00161,0.157,0.446,106.479,175920,2
7208,Big Girls Don't Cry (Personal),Fergie,0.708,0.6409999999999999,-4.271,0.0336,0.205,0.0,0.0925,0.253,113.08200000000001,268120,2
7209,Drive,Incubus,0.645,0.792,-7.34,0.036000000000000004,0.0562,0.0121,0.11900000000000001,0.6659999999999999,90.565,232453,0
7210,Water Curses,Animal Collective,0.524,0.899,-5.099,0.115,0.166,2.18e-05,0.11800000000000001,0.508,112.891,207493,2
7211,When Love Comes To Town,U2,0.65,0.665,-11.259,0.0372,0.0526,4.62e-06,0.13,0.593,115.51,254267,0
7212,In / Flux,DJ Shadow,0.765,0.6729999999999999,-11.401,0.0801,0.0365,0.607,0.23,0.5589999999999999,149.994,734333,5
7213,Diamonds,Rihanna,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,0.39299999999999996,91.97200000000001,225147,2
7214,I'll Be Your Baby Tonight,Bob Dylan,0.512,0.23,-16.412,0.0301,0.45399999999999996,0.000139,0.0508,0.457,127.56700000000001,159360,1
7215,Valley of the Shadows - Original mix,Origin Unknown,0.652,0.77,-10.258,0.0581,0.0454,0.872,0.439,0.518,159.82299999999998,280973,5
7216,Let It Grow,Eric Clapton,0.42,0.39799999999999996,-13.626,0.025,0.21899999999999997,0.36,0.258,0.267,77.689,298280,1
7217,(Nothing But) Flowers,Talking Heads,0.603,0.848,-5.364,0.0423,0.0628,0.000133,0.21100000000000002,0.897,120.764,333000,0
7218,Eloise,Barry Ryan,0.425,0.591,-11.995999999999999,0.0321,0.22,0.0,0.355,0.461,131.08700000000002,345173,2
7219,Alive And Kicking - Remastered 2002,Simple Minds,0.588,0.879,-5.972,0.0356,0.0942,0.00010400000000000001,0.2,0.552,103.208,326120,0
7220,Musik Non Stop,kent,0.52,0.705,-5.9879999999999995,0.039,0.00028900000000000003,0.0,0.0942,0.273,106.01799999999999,273949,2
7221,Born to Lose - L.A.M.F. - the Track LP restored,The Heartbreakers,0.314,0.861,-8.432,0.0618,0.004520000000000001,0.0,0.49200000000000005,0.616,148.004,186293,3
7222,You Know You Like It,AlunaGeorge,0.74,0.6940000000000001,-6.6160000000000005,0.11,0.17300000000000001,4.47e-05,0.37200000000000005,0.439,91.986,203853,3
7223,Yes It Is - Remastered,The Beatles,0.544,0.316,-8.051,0.0309,0.616,0.0,0.11,0.44,100.074,162413,1
7224,Nothin',N.O.R.E.,0.782,0.867,-6.126,0.158,0.32,2.26e-06,0.303,0.726,97.04,264653,0
7225,Richard III,Supergrass,0.13,0.622,-10.950999999999999,0.0482,3.14e-06,0.762,0.106,0.235,145.233,191319,5
7226,Backwater,Meat Puppets,0.495,0.84,-6.6129999999999995,0.0446,0.13,0.00151,0.185,0.478,111.82,220533,2
7227,Sun,Caribou,0.687,0.821,-7.32,0.0391,0.037000000000000005,0.773,0.205,0.455,127.979,344920,5
7228,Golden Touch - Full Length,Razorlight,0.603,0.544,-3.7310000000000003,0.0246,0.0456,6.02e-05,0.253,0.6579999999999999,95.286,205307,0
7229,RIP Groove - Radio Edit,Double 99,0.547,0.94,-8.567,0.129,0.0012900000000000001,0.23800000000000002,0.337,0.20600000000000002,128.016,209373,2
7230,Want Ads,Honey Cone,0.6509999999999999,0.812,-6.912000000000001,0.239,0.33,0.000131,0.0833,0.927,189.68400000000003,166386,4
7231,Twist à Saint-Tropez,Les Chats Sauvages,0.316,0.654,-4.012,0.0355,0.518,0.0,0.326,0.889,182.332,106000,2
7232,Thank You,Dido,0.725,0.583,-9.942,0.0424,0.3,0.000215,0.0665,0.765,79.984,218360,0
7233,The Godfather,Spoonie Gee,0.8190000000000001,0.733,-9.955,0.0565,0.0115,0.0,0.0616,0.917,104.649,293746,0
7234,Embraceable You,Charlie Parker,0.452,0.14800000000000002,-16.123,0.0606,0.9790000000000001,0.8290000000000001,0.11,0.33299999999999996,62.591,222800,1
7235,La plus belle pour aller danser,Sylvie Vartan,0.662,0.76,-3.9219999999999997,0.027999999999999997,0.769,1.6800000000000002e-05,0.131,0.73,118.536,155040,0
7236,Like A Motorway,Saint Etienne,0.691,0.758,-10.984000000000002,0.0477,0.000309,0.785,0.0402,0.0641,110.04700000000001,342240,5
7237,Mack the Knife,Louis Armstrong,0.682,0.419,-12.513,0.0657,0.573,0.0,0.258,0.7170000000000001,89.023,201400,1
7238,I've Got the World On a String - Original Mix,Frank Sinatra,0.546,0.321,-9.742,0.053,0.742,0.0,0.20800000000000002,0.517,123.344,131447,1
7239,Nothing Has Been Proved,Dusty Springfield,0.568,0.585,-12.857000000000001,0.0372,0.145,8.51e-06,0.0708,0.7440000000000001,164.05900000000003,282560,0
7240,Walk In The Park,Beach House,0.648,0.547,-6.547000000000001,0.0245,0.0537,0.0439,0.0826,0.8490000000000001,141.378,322760,0
7241,Dogs Of Lust,The The,0.414,0.8809999999999999,-5.039,0.0328,0.0006929999999999999,0.732,0.348,0.7559999999999999,162.03799999999998,188867,5
7242,Another Weekend,Ariel Pink,0.38299999999999995,0.513,-5.377000000000001,0.0278,0.125,0.000123,0.24100000000000002,0.38799999999999996,108.536,254520,2
7243,The Prince,Madness,0.633,0.858,-4.946000000000001,0.0553,0.00856,0.00242,0.0759,0.877,98.35600000000001,200267,0
7244,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,0.451,0.669,-9.033,0.0651,0.0267,0.0,0.153,0.523,169.632,272133,2
7245,State of Shock,The Jacksons,0.98,0.846,-7.696000000000001,0.139,0.28300000000000003,0.149,0.052000000000000005,0.8909999999999999,121.56200000000001,271000,0
7246,Déjate Caer,Los Tres,0.546,0.5489999999999999,-8.478,0.0284,0.436,0.0,0.127,0.615,115.292,202733,0
7247,Long As I Can See The Light,Creedence Clearwater Revival,0.685,0.40299999999999997,-6.921,0.0409,0.371,0.00025,0.0687,0.542,63.87,210867,0
7248,Dropla,Youth Lagoon,0.475,0.784,-8.003,0.0265,0.0345,0.684,0.242,0.369,94.005,356813,5
7249,Geffen,Barnt,0.83,0.37200000000000005,-11.142000000000001,0.0837,0.00134,0.941,0.111,0.131,118.948,486910,5
7250,Hello,Erykah Badu,0.43700000000000006,0.526,-5.876,0.174,0.643,0.0,0.325,0.39399999999999996,76.161,319959,1
7251,Shine Blockas,Big Boi,0.524,0.741,-3.6860000000000004,0.17,0.0076,0.0,0.0621,0.46,170.91,225640,2
7252,Got To Be There,Michael Jackson,0.35200000000000004,0.54,-10.479000000000001,0.0416,0.251,0.000195,0.0338,0.6890000000000001,171.248,203400,2
7253,BagBak,Vince Staples,0.762,0.81,-4.5280000000000005,0.10099999999999999,0.0463,0.000364,0.146,0.902,81.984,160507,0
7254,A Mess of Blues,Elvis Presley,0.628,0.522,-10.923,0.0367,0.77,0.00011499999999999999,0.149,0.851,117.281,160600,0
7255,Factory Girl,The Rolling Stones,0.5329999999999999,0.434,-11.685,0.036000000000000004,0.42200000000000004,0.0,0.17600000000000002,0.46399999999999997,111.755,128187,1
7256,Poor Leno,Röyksopp,0.562,0.813,-9.657,0.0354,0.000524,0.299,0.255,0.79,123.779,237827,0
7257,First Class Riot,The Tough Alliance,0.5820000000000001,0.934,-6.935,0.0382,0.000303,1.74e-05,0.276,0.395,130.01,204591,2
7258,Long Shot Kick de Bucket,The Pioneers,0.938,0.589,-10.085,0.11699999999999999,0.127,2.3100000000000002e-05,0.055,0.485,121.867,168053,0
7259,Bangkok,Alex Chilton,0.49200000000000005,0.8059999999999999,-8.626,0.308,0.00526,0.0007160000000000001,0.127,0.924,81.66199999999999,120667,4
7260,The Killing of Georgie (Pt. I and II),Rod Stewart,0.35100000000000003,0.708,-9.4,0.0576,0.586,4.47e-06,0.107,0.55,98.024,389000,2
7261,Ain't Nothing You Can Do - Single Version,"Bobby ""Blue"" Bland",0.575,0.6920000000000001,-7.391,0.11699999999999999,0.155,0.0,0.239,0.9590000000000001,116.669,148747,0
7262,New Amsterdam,Elvis Costello & The Attractions,0.508,0.469,-11.581,0.033,0.426,0.0,0.919,0.777,82.635,131507,3
7263,You Are Everything,The Stylistics,0.516,0.5589999999999999,-9.425,0.0367,0.843,0.0,0.431,0.685,142.207,177093,3
7264,Space Cowboy - Remastered,Jamiroquai,0.65,0.741,-8.368,0.11800000000000001,0.155,0.40399999999999997,0.175,0.7509999999999999,110.179,386973,0
7265,Burn Rubber On Me (Why You Wanna Hurt Me),The Gap Band,0.7759999999999999,0.741,-9.655,0.0471,0.055,0.000754,0.37200000000000005,0.884,116.22200000000001,336427,0
7266,Suspect Device,Stiff Little Fingers,0.24100000000000002,0.943,-6.381,0.0566,0.000737,0.0269,0.349,0.93,187.71,155960,2
7267,Honey,Mariah Carey,0.6940000000000001,0.8240000000000001,-6.756,0.0909,0.11900000000000001,7.15e-06,0.152,0.675,95.833,299827,0
7268,If I Could Turn Back Time,Cher,0.6579999999999999,0.575,-10.365,0.0267,0.243,0.0,0.122,0.504,108.329,239827,0
7269,Welcome To The Boomtown,David & David,0.606,0.49200000000000005,-13.203,0.040999999999999995,0.515,0.000325,0.44299999999999995,0.55,119.905,331160,3
7270,Dirt,WU LYF,0.32299999999999995,0.7090000000000001,-7.01,0.0525,0.196,0.418,0.136,0.317,133.915,198067,2
7271,1st Of Tha Month,Bone Thugs-N-Harmony,0.748,0.475,-11.040999999999999,0.258,0.24600000000000002,1.9e-06,0.19,0.509,148.077,273933,4
7272,Tiger Rag,Art Tatum,0.515,0.41,-13.552999999999999,0.0351,0.992,0.882,0.27,0.7609999999999999,62.013999999999996,138307,5
7273,Dark As A Dungeon,Merle Travis,0.644,0.163,-11.035,0.0839,0.87,0.0,0.226,0.57,147.498,167600,1
7274,Don't Look Back,The Remains,0.436,0.7929999999999999,-8.125,0.0682,0.5539999999999999,0.0,0.188,0.742,157.696,158173,2
7275,A Thousand Stars,Kathy Young,0.25,0.312,-8.107000000000001,0.0304,0.882,0.0,0.129,0.41700000000000004,193.24200000000002,195067,1
7276,Thorn in My Side - Remastered Version,Eurythmics,0.6629999999999999,0.903,-2.529,0.0294,0.0421,1.4400000000000001e-05,0.131,0.775,122.206,253400,0
7277,Get Up,Sleater-Kinney,0.508,0.9279999999999999,-4.173,0.0354,0.00318,7.049999999999999e-05,0.095,0.647,142.58700000000002,226400,2
7278,Wow,Beck,0.593,0.728,-4.564,0.0382,0.006940000000000001,0.00955,0.18100000000000002,0.452,92.00200000000001,219973,2
7279,Wild Wild Life - 2005 Remaster,Talking Heads,0.659,0.862,-5.4239999999999995,0.0302,0.0154,0.0,0.389,0.9570000000000001,137.393,220680,0
7280,Late Night,Foals,0.608,0.40299999999999997,-10.815999999999999,0.0338,0.21,0.102,0.12,0.11900000000000001,116.37299999999999,327680,1
7281,Dress Rehearsal Rag,Leonard Cohen,0.49700000000000005,0.302,-11.772,0.0342,0.815,0.0,0.0994,0.17600000000000002,95.42299999999999,366387,1
7282,All Things Must Pass - 2001 Digital Remaster,George Harrison,0.512,0.608,-7.472,0.0294,0.33399999999999996,1.58e-05,0.0775,0.449,122.479,227200,2
7283,The Show Must Go On - 2011 Mix,Queen,0.426,0.687,-6.926,0.0329,0.409,0.0,0.11199999999999999,0.18899999999999997,84.141,277827,2
7284,Bad Blood,Taylor Swift,0.654,0.655,-7.388,0.106,0.0294,0.0,0.139,0.221,170.16,200106,2
7285,The Cover of 'Rolling Stone',Dr. Hook,0.648,0.47200000000000003,-13.103,0.102,0.35700000000000004,0.0,0.313,0.907,142.184,172093,0
7286,House Of Cards,Radiohead,0.71,0.496,-9.638,0.0297,0.278,0.581,0.10099999999999999,0.637,111.662,328293,5
7287,Fantastic Voyage,Coolio,0.888,0.584,-13.308,0.11199999999999999,0.0389,3.25e-06,0.0625,0.762,104.704,334440,0
7288,Rosalyn,The Pretty Things,0.452,0.963,-6.227,0.0812,0.758,0.000907,0.35600000000000004,0.418,114.59200000000001,140600,2
7289,I'm Waking Up to Us,Belle & Sebastian,0.5670000000000001,0.588,-5.906000000000001,0.0344,0.489,3.3600000000000004e-05,0.348,0.6409999999999999,134.849,229520,3
7290,Downtown,Majical Cloudz,0.382,0.28300000000000003,-9.357000000000001,0.0292,0.7859999999999999,0.0047799999999999995,0.111,0.0441,95.3,249063,1
7291,Our Way To Fall,Yo La Tengo,0.564,0.23399999999999999,-14.699000000000002,0.0324,0.698,0.789,0.0855,0.5770000000000001,78.29,258440,5
7292,Provider,N.E.R.D,0.6970000000000001,0.7709999999999999,-6.295,0.0599,0.244,0.0,0.295,0.617,79.92699999999999,258670,0
7293,Orion (Instrumental),Metallica,0.358,0.691,-9.049,0.0399,0.0013,0.9009999999999999,0.127,0.371,128.501,508000,5
7294,Invisible Touch - Remastered 2007,Genesis,0.623,0.94,-5.731,0.0365,0.20199999999999999,0.0018399999999999998,0.0472,0.8370000000000001,131.037,210133,0
7295,Tonight,Saint Etienne,0.61,0.792,-7.211,0.0339,0.0013,0.11199999999999999,0.0863,0.4,121.97,277773,2
7296,Utopia,Goldfrapp,0.433,0.667,-6.431,0.0263,0.00316,0.018000000000000002,0.0658,0.243,91.01700000000001,258027,2
7297,Chamakay,Blood Orange,0.7559999999999999,0.6779999999999999,-7.2170000000000005,0.0416,0.081,0.00027,0.113,0.33799999999999997,110.006,260267,0
7298,Stacy's Mom,Fountains Of Wayne,0.774,0.75,-4.927,0.0412,0.00207,1.7800000000000002e-05,0.0808,0.927,118.015,197987,0
7299,Scarborough Fair,Martin Carthy with Dave Swarbrick,0.557,0.053,-22.090999999999998,0.0319,0.966,0.0155,0.11599999999999999,0.46299999999999997,78.189,209133,1
7300,The Ballad of Ira Hayes,Johnny Cash,0.614,0.502,-11.735,0.19399999999999998,0.267,0.0,0.0503,0.551,90.162,247960,4
7301,Vato,Snoop Dogg,0.484,0.711,-4.584,0.239,0.142,0.0,0.37799999999999995,0.46,90.961,284653,4
7302,Bobby,Alex G,0.24600000000000002,0.379,-5.928,0.0323,0.0293,0.0,0.0945,0.384,92.171,222818,2
7303,Tame,Pixies,0.562,0.56,-13.550999999999998,0.0724,0.00141,0.762,0.28,0.919,137.475,115693,5
7304,People - Single Version,Barbra Streisand,0.19699999999999998,0.358,-7.801,0.0354,0.938,3.69e-05,0.0972,0.14300000000000002,168.792,220533,1
7305,Female Of The Species,Space,0.654,0.773,-6.484,0.027000000000000003,0.0123,0.0,0.155,0.677,108.03,199067,0
7306,Don't Forget Me (When I'm Gone),Glass Tiger,0.606,0.6940000000000001,-8.801,0.0263,0.0655,0.000446,0.306,0.7090000000000001,109.874,248240,0
7307,You Got The Silver,The Rolling Stones,0.47600000000000003,0.391,-10.989,0.0529,0.7759999999999999,0.0208,0.228,0.545,101.48200000000001,170373,1
7308,Yardbird Suite - 28/3/1946,Charlie Parker Septet,0.799,0.27699999999999997,-12.296,0.0758,0.948,0.643,0.0915,0.778,106.98700000000001,175533,1
7309,Angel,Madonna,0.752,0.593,-13.673,0.0367,0.29600000000000004,0.000196,0.168,0.8340000000000001,133.266,236133,0
7310,Stop Crying Your Heart Out,Oasis,0.376,0.574,-5.335,0.0303,0.0683,1.28e-06,0.0721,0.102,74.935,303133,2
7311,Bushes - The First Re-Creation,Markus Nicolai,0.858,0.596,-10.264000000000001,0.113,0.0417,0.675,0.297,0.84,124.01700000000001,452827,5
7312,No More Parties In LA,Kanye West,0.508,0.9209999999999999,-1.6440000000000001,0.303,0.24600000000000002,0.0,0.221,0.6809999999999999,93.05799999999999,374413,4
7313,Deadweight,Beck,0.687,0.867,-6.901,0.114,0.193,0.00924,0.66,0.733,124.93299999999999,372387,3
7314,Dirty Laundry,Don Henley,0.7509999999999999,0.828,-5.595,0.0333,0.126,0.00168,0.0662,0.943,98.48299999999999,336893,0
7315,Cool Water,Sons of the Pioneers,0.428,0.325,-11.850999999999999,0.0354,0.8370000000000001,0.0,0.154,0.434,128.058,131840,1
7316,Primitive Painters,Felt,0.249,0.547,-12.559000000000001,0.0335,9.85e-05,0.687,0.113,0.5429999999999999,81.161,358600,5
7317,Ch-Ching,Chairlift,0.805,0.597,-6.353,0.222,0.0283,0.000202,0.27399999999999997,0.431,87.988,227800,4
7318,Rubber Biscuit,The Chips,0.654,0.727,-11.265999999999998,0.18,0.909,4.93e-05,0.15,0.955,130.291,129480,0
7319,"Checking In, Checking Out",The High Llamas,0.612,0.544,-15.672,0.0283,0.098,0.0136,0.192,0.792,122.316,345000,0
7320,Boyfriend,Tegan and Sara,0.6859999999999999,0.7709999999999999,-5.697,0.0705,0.0254,0.000138,0.107,0.39299999999999996,123.985,167253,2
7321,Frank Sinatra,Miss Kittin,0.8690000000000001,0.6940000000000001,-9.176,0.0535,0.00023500000000000002,0.0423,0.0684,0.732,124.859,236013,0
7322,Let's Hang On - 2007 Remaster,Frankie Valli & The Four Seasons,0.6459999999999999,0.718,-5.485,0.0488,0.374,0.0,0.19899999999999998,0.708,128.502,197813,0
7323,Some Of Your Lovin',Dusty Springfield,0.204,0.48100000000000004,-7.702999999999999,0.0351,0.42100000000000004,0.0,0.11800000000000001,0.539,77.675,180893,1
7324,Sara,Bob Dylan,0.43200000000000005,0.504,-8.997,0.0382,0.36,0.0,0.0799,0.276,156.278,331493,2
7325,Nothing Feels Natural,Priests,0.307,0.693,-7.167000000000001,0.035,0.008020000000000001,0.8690000000000001,0.0845,0.308,145.562,239034,5
7326,Blue Velvet,Bobby Vinton,0.495,0.252,-10.84,0.0271,0.83,1.04e-06,0.141,0.32299999999999995,81.22800000000001,170133,1
7327,On a Rope,Rocket From The Crypt,0.381,0.956,-4.793,0.0802,0.0118,3.5799999999999996e-05,0.0536,0.56,147.34799999999998,173627,2
7328,"Enter, Evening (Soft Line Structure)",Cecil Taylor,0.33399999999999996,0.18899999999999997,-18.987000000000002,0.0391,0.958,0.207,0.287,0.287,80.964,666773,1
7329,Give It Up,Public Enemy,0.731,0.775,-6.125,0.175,0.0459,0.0,0.626,0.555,94.605,271427,3
7330,Sometimes It Snows in April,Prince,0.494,0.0644,-23.939,0.0402,0.833,0.0,0.0969,0.0622,103.757,409000,1
7331,24 Hour Party People,Happy Mondays,0.631,0.861,-8.315,0.0514,0.000281,0.000276,0.0612,0.818,126.647,279960,0
7332,Mi Gente (feat. Beyoncé),J Balvin,0.759,0.716,-6.36,0.0818,0.0223,0.0,0.231,0.469,105.009,209733,0
7333,At the River,Groove Armada,0.6970000000000001,0.514,-8.626,0.0286,0.0301,0.535,0.212,0.449,136.071,393640,5
7334,Heartbreaker (feat. Jay-Z),Mariah Carey,0.524,0.816,-5.872000000000001,0.37,0.38299999999999995,0.0,0.349,0.789,200.03099999999998,285707,4
7335,The Hellcat Spangled Shalalala,Arctic Monkeys,0.44799999999999995,0.862,-4.956,0.0512,0.000797,0.0008300000000000001,0.14,0.78,130.205,180320,2
7336,Rapp Payback (Where Iz Moses) - Single Version,James Brown,0.893,0.848,-6.69,0.0765,0.0341,0.000256,0.0499,0.652,116.537,283587,0
7337,This Is Love,PJ Harvey,0.589,0.705,-5.236000000000001,0.0292,5.3299999999999995e-05,1.22e-05,0.161,0.39399999999999996,112.402,227533,2
7338,Lovely Rita - Remastered,The Beatles,0.61,0.47100000000000003,-9.151,0.0261,0.0634,0.0,0.11800000000000001,0.63,87.37899999999999,162093,0
7339,In Undertow,Alvvays,0.35700000000000004,0.69,-2.6260000000000003,0.044000000000000004,0.00011499999999999999,0.0016699999999999998,0.10099999999999999,0.308,116.91,197187,2
7340,Which Song,Max Tundra,0.584,0.752,-6.292000000000001,0.0519,0.0922,0.02,0.0819,0.9079999999999999,106.73200000000001,321800,0
7341,Ride The Lightning (Remastered),Metallica,0.265,0.973,-6.129,0.17300000000000001,5.15e-05,0.0942,0.205,0.27,148.506,396987,2
7342,Cécile ma fille,Claude Nougaro,0.381,0.292,-13.469000000000001,0.032,0.75,0.0,0.237,0.446,116.58200000000001,207587,1
7343,Time (Clock Of The Heart) - 2003 Mix,Culture Club,0.716,0.773,-6.329,0.0369,0.47100000000000003,0.0,0.0493,0.9159999999999999,117.057,224493,0
7344,Jailbird,Primal Scream,0.5820000000000001,0.767,-7.944,0.0652,0.0069700000000000005,0.0229,0.10800000000000001,0.623,100.49799999999999,224627,0
7345,Tight Like This,Louis Armstrong & His Savoy Ballroom Five,0.76,0.213,-13.311,0.109,0.8540000000000001,0.00491,0.0449,0.502,114.304,191733,1
7346,The Electrician,The Walker Brothers,0.179,0.182,-17.737000000000002,0.0345,0.0476,0.0348,0.39799999999999996,0.0385,142.748,364773,1
7347,For the Good Times,Ray Price,0.364,0.239,-15.499,0.0315,0.86,0.00011399999999999999,0.209,0.49200000000000005,82.669,227640,1
7348,I Am Waiting,The Rolling Stones,0.63,0.371,-14.568,0.0377,0.529,1.0199999999999999e-05,0.0858,0.639,88.913,190933,1
7349,King Of Pain - Remastered 2003,The Police,0.518,0.725,-8.854,0.0338,0.389,0.000192,0.0671,0.6459999999999999,124.15100000000001,299040,0
7350,Glamour Girl,Chicks On Speed,0.758,0.8190000000000001,-7.699,0.0597,0.0594,0.0242,0.787,0.852,132.023,375326,3
7351,Sometimes Always,The Jesus and Mary Chain,0.447,0.725,-9.902000000000001,0.0292,0.00106,0.0157,0.105,0.597,116.286,151960,2
7352,Wild Weekend,The Rockin' Rebels,0.568,0.81,-5.6579999999999995,0.0581,0.609,0.5539999999999999,0.11699999999999999,0.642,124.95299999999999,138627,5
7353,Nothin,The Ugly Ducklings,0.5529999999999999,0.8440000000000001,-6.606,0.0524,0.0052899999999999996,6.54e-05,0.48,0.711,140.05100000000002,147307,3
7354,Le métèque,Georges Moustaki,0.555,0.275,-13.49,0.0394,0.59,1.83e-05,0.217,0.551,97.521,150427,1
7355,I Am A God,Kanye West,0.51,0.532,-7.405,0.0715,0.0367,0.000794,0.165,0.305,111.885,231507,2
7356,Summer Friends (feat. Jeremih & Francis & The Lights),Chance the Rapper,0.693,0.426,-12.475999999999999,0.302,0.675,1.0300000000000001e-05,0.115,0.47700000000000004,144.796,290316,4
7357,Raw-Hide,Link Wray & The Wraymen,0.381,0.9590000000000001,-7.664,0.0369,0.17800000000000002,0.0406,0.305,0.789,166.625,125667,2
7358,High School Confidential,Rough Trade,0.8759999999999999,0.364,-16.406,0.0354,0.268,0.0009480000000000001,0.172,0.835,109.787,194733,0
7359,Hit,The Wannadies,0.342,0.888,-4.404,0.0617,0.00116,1.18e-05,0.214,0.287,159.118,142147,2
7360,Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,0.625,0.74,-5.7829999999999995,0.2,0.0206,0.0,0.635,0.496,93.48899999999999,292200,3
7361,Another Girl,Jacques Greene,0.33799999999999997,0.703,-7.376,0.0649,0.171,0.767,0.3,0.69,167.993,402958,5
7362,Happy Hour,The Housemartins,0.529,0.828,-10.981,0.0459,0.128,3.63e-06,0.187,0.861,95.964,145000,0
7363,Dumb,Nirvana,0.6990000000000001,0.39899999999999997,-13.593,0.0289,0.39799999999999996,0.795,0.22699999999999998,0.848,113.48700000000001,151893,5
7364,I Don’t Blame You,Cat Power,0.48,0.13,-15.642000000000001,0.0329,0.97,0.0741,0.11,0.215,101.318,185707,1
7365,Ain't Wastin' Time No More,Allman Brothers Band,0.46299999999999997,0.648,-12.42,0.0464,0.161,0.0265,0.156,0.773,90.831,220560,0
7366,You Got It (The Right Stuff),New Kids On The Block,0.787,0.522,-13.029000000000002,0.0578,0.0126,1.34e-06,0.0671,0.9229999999999999,111.57600000000001,249960,0
7367,Little Bitty Pretty One,Bobby Day,0.66,0.7170000000000001,-4.553,0.23600000000000002,0.637,0.0183,0.0533,0.9420000000000001,171.263,148893,4
7368,Something for the Weekend,The Divine Comedy,0.539,0.88,-6.739,0.077,0.00247,8.48e-05,0.23800000000000002,0.531,128.03799999999998,259560,2
7369,Eyesight to the Blind,Sonny Boy Williamson II,0.638,0.705,-10.211,0.18100000000000002,0.935,0.0146,0.337,0.684,101.23200000000001,183387,4
7370,The Four Horsemen (Remastered),Metallica,0.222,0.938,-6.91,0.375,0.0017100000000000001,0.0845,0.10800000000000001,0.32899999999999996,203.09799999999998,432547,4
7371,Turtles All the Way Down,Sturgill Simpson,0.581,0.318,-9.192,0.0386,0.282,0.000322,0.098,0.589,91.471,188187,1
7372,Roxette,Dr. Feelgood,0.8170000000000001,0.461,-13.537,0.09,0.0105,0.28800000000000003,0.0949,0.973,123.30799999999999,175693,0
7373,A Well Respected Man - Mono EP,The Kinks,0.53,0.873,-5.105,0.11800000000000001,0.297,0.0,0.0521,0.583,162.154,161587,2
7374,Mission: Impossible,Lalo Schifrin,0.607,0.792,-8.658999999999999,0.0286,0.402,0.9520000000000001,0.29600000000000004,0.856,91.29899999999999,152760,5
7375,Alexander's Ragtime Band,The Boswell Sisters,0.823,0.155,-14.94,0.121,0.981,1.24e-05,0.106,0.77,94.251,181267,1
